COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_REPEATED,TOTAL_ABOVE_MAX,TOTAL_LARGE_SPIKES,TOTAL_FLAGGED,TOTAL_NOT_FLAGGED,TOTAL_NEGATIVE_RATIO,TOTAL_ZERO_RATIO,TOTAL_REPEATED_RATIO,TOTAL_ABOVE_MAX_RATIO,TOTAL_LARGE_SPIKES_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NOT_FLAGGED_RATIO,IR_RECORDS,IR_NEGATIVE,IR_ZERO,IR_REPEATED,IR_ABOVE_MAX,IR_LARGE_SPIKES,IR_FLAGGED,IR_NOT_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,REPEATED_IR_RATIO,ABOVE_MAX_IR_RATIO,LARGE_SPIKES_IR_RATIO,FLAGGED_IR_RATIO,NOT_FLAGGED_IR_RATIO,NIR_RECORDS,NIR_NEGATIVE,NIR_ZERO,NIR_REPEATED,NIR_ABOVE_MAX,NIR_LARGE_SPIKES,NIR_FLAGGED,NIR_NOT_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,REPEATED_NIR_RATIO,ABOVE_MAX_NIR_RATIO,LARGE_SPIKES_NIR_RATIO,FLAGGED_NIR_RATIO,NOT_FLAGGED_NIR_RATIO,SEASONALITY_WEBPAGE
LOGAN_DL            ,Logan River Dataloggers,56,8TH WARD CANAL (CROCKETT CANAL)                                                 ,8TH WARD CANAL (CROCKETT CANAL)         ,Radio - USU ADD:301 CH:1 PakBus 2                                                                                                                                                                       ,Conveyance,1.0,56,LOGAN RIVER                                                 ,Observational,10 ft. Parshall Flume with recorder ,DIGITAL     ,A,41.73414808,-111.8119708,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=56,51,1973.0,2025.0,10248,0,1916,568,0,0,2484,7764,0.0,77.13365539452496,22.86634460547504,0.0,0.0,24.23887587822014,75.76112412177986,8398,0,844,446,0,0,1290,7108,0.0,65.42635658914729,34.57364341085271,0.0,0.0,15.360800190521553,84.63919980947846,1850,0,1072,122,0,0,1194,656,0.0,89.7822445561139,10.217755443886096,0.0,0.0,64.54054054054053,35.45945945945946,https://flags-297769208259.us-west3.run.app/plot?id=56
USBR                ,USBR,73,SCOFIELD RESERVOIR RELEASES                                                     ,SCOFIELD|total release                  ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SCOFIELD`|`release` at 8:30AM                                                                                                                          ,Reservoir Release,1.0,73,PRICE RIVER                                                 ,Observational,TELEMETRY SYSTEM                    ,DIGITAL     ,A,39.78644969,-111.1191397,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=73,61,1958.0,2025.0,20725,0,3624,11487,119,11,15145,5580,0.0,23.928689336414656,75.84681413007594,0.7857378672829316,0.07263123142951469,73.07599517490952,26.92400482509047,10604,0,1192,4775,107,11,6001,4603,0.0,19.863356107315447,79.57007165472422,1.7830361606398935,0.18330278286952173,56.59185213127122,43.40814786872878,10121,0,2432,6712,12,0,9144,977,0.0,26.596675415573053,73.40332458442694,0.13123359580052493,0.0,90.34680367552613,9.653196324473866,https://flags-297769208259.us-west3.run.app/plot?id=73
CU_SCADA            ,CUWCD Scada,87,TIMPANOGOS CANAL (UTAH COUNTY)                                                  ,TCTOTFLOW_HIST                          ,Timpanogas and East Union Diversion (Utah County) (GPM)                                                                                                                                                 ,Conveyance,1.0,87,PROVO RIVER                                                 ,Observational,4 foot Parshall Flume               ,STAGE       ,A,40.59503372,-111.4249084,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=87,59,1954.0,2024.0,15860,0,4242,6662,72,0,10935,4925,0.0,38.79286694101509,60.923639689071784,0.6584362139917695,0.0,68.94703656998739,31.05296343001261,9598,0,1370,3820,72,0,5221,4377,0.0,26.240183872821298,73.1660601417353,1.3790461597395136,0.0,54.39674932277557,45.60325067722442,6262,0,2872,2842,0,0,5714,548,0.0,50.262513125656284,49.737486874343716,0.0,0.0,91.2488022995848,8.751197700415203,https://flags-297769208259.us-west3.run.app/plot?id=87
CU_SCADA            ,CUWCD Scada,91,PROVO BENCH CANAL                                                               ,OREM\BR\ANALOG\PR_BENCH_CANAL_FLOW      ,Provo Bench Canal Diversion Rate                                                                                                                                                                        ,Conveyance,1.0,91,PROVO RIVER                                                 ,Observational,14.25 foot rect. suppressed weir    ,DIGITAL     ,A,40.29308817,-111.6700566,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=91,55,1952.0,2025.0,11025,0,2656,5047,0,0,7703,3322,0.0,34.48007269894846,65.51992730105154,0.0,0.0,69.86848072562358,30.131519274376416,8656,0,876,4657,0,0,5533,3123,0.0,15.832279052954998,84.167720947045,0.0,0.0,63.92097966728281,36.079020332717185,2369,0,1780,390,0,0,2170,199,0.0,82.02764976958525,17.972350230414747,0.0,0.0,91.59983115238497,8.400168847615028,https://flags-297769208259.us-west3.run.app/plot?id=91
PROVO               ,Provo River Dataloggers,99,FORT FIELD CANAL                                                                ,Fort Field Canal                        ,2 ft Parshall Flume Submerged.  Pulsar flow sensor installed downstream of flume.                                                                                                                       ,Conveyance,1.0,99,PROVO RIVER                                                 ,Observational,Flow Meter (2 ft Flume Submerged)   ,,A,40.23417617,-111.693215,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=99,53,1953.0,2025.0,9931,0,4005,3448,119,0,7520,2411,0.0,53.25797872340425,45.851063829787236,1.5824468085106382,0.0,75.72248514751787,24.277514852482128,7709,0,2027,3252,119,0,5346,2363,0.0,37.916199027310135,60.83052749719416,2.225963337074448,0.0,69.34751589051757,30.652484109482426,2222,0,1978,196,0,0,2174,48,0.0,90.98436062557498,9.015639374425023,0.0,0.0,97.83978397839785,2.16021602160216,https://flags-297769208259.us-west3.run.app/plot?id=99
CU_SCADA            ,CUWCD Scada,101,MIDWAY RIVER DITCH (TOTAL)                                                      ,OREM\OD\PL\FLOW                         ,Midway Ditch - Diversion                                                                                                                                                                                ,Conveyance,1.0,101,PROVO RIVER                                                 ,Observational,8 foot rectangular suppressed weir  ,DIGITAL     ,A,40.55411115,-111.4335673,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=101,69,1950.0,2025.0,14575,1167,1542,2437,495,0,5623,8952,20.754045882980616,27.423083763115773,43.33985417037169,8.80313000177841,0.0,38.57975986277873,61.42024013722127,11483,154,654,2333,333,0,3456,8027,4.456018518518518,18.92361111111111,67.50578703703704,9.635416666666668,0.0,30.09666463467735,69.90333536532265,3092,1013,888,104,162,0,2167,925,46.74665436086756,40.97831102907245,4.799261652053531,7.47577295800646,0.0,70.08408796895213,29.915912031047863,https://flags-297769208259.us-west3.run.app/plot?id=101
CU_SCADA            ,CUWCD Scada,103,WASHINGTON/SOUTH KAMAS CANAL (TOTAL)                                            ,HPWSKFLOW_HIST                          ,Washington/South Kamas Canal total                                                                                                                                                                      ,Conveyance,1.0,103,PROVO RIVER                                                 ,Observational,14 foot rectangular suppressed weir ,DIGITAL     ,A,40.58190241,-111.2258134,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=103,65,1950.0,2025.0,13922,0,1071,5347,44,0,6462,7460,0.0,16.573816155988858,82.74528009904054,0.6809037449705974,0.0,46.41574486424364,53.58425513575635,10429,0,727,5188,30,0,5945,4484,0.0,12.228763666947014,87.26661059714046,0.5046257359125316,0.0,57.00450666410969,42.99549333589031,3493,0,344,159,14,0,517,2976,0.0,66.53771760154739,30.754352030947775,2.7079303675048356,0.0,14.80103063269396,85.19896936730605,https://flags-297769208259.us-west3.run.app/plot?id=103
PROVO               ,Provo River Dataloggers,113,SUNRISE CANAL FROM PROVO RIVER                                                  ,Sunrise Irrigation                      ,                                                                                                                                                                                                        ,Conveyance,1.0,113,PROVO RIVER                                                 ,Observational,2 foot Parshall Flume               ,,A,40.55910968,-111.1910392,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=113,62,1950.0,2025.0,9380,0,2579,5031,237,0,7698,1682,0.0,33.5022083658093,65.35463756819954,3.078721745908028,0.0,82.0682302771855,17.9317697228145,8020,0,1565,4971,237,0,6624,1396,0.0,23.6262077294686,75.04528985507247,3.5778985507246377,0.0,82.59351620947632,17.40648379052369,1360,0,1014,60,0,0,1074,286,0.0,94.41340782122904,5.58659217877095,0.0,0.0,78.97058823529412,21.029411764705884,https://flags-297769208259.us-west3.run.app/plot?id=113
PROVO               ,Provo River Dataloggers,115,PHILLIPS DITCH                                                                  ,Phillips Ditch                          ,Float Sensor for 3.0 FT Ramp Flume                                                                                                                                                                      ,Conveyance,1.0,115,PROVO RIVER                                                 ,Observational,3.0 FT Ramp Flume w/ Float Sensor   ,,A,40.5737235,-111.208832,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=115,15,1989.0,2025.0,2231,0,269,1706,46,0,2021,210,0.0,13.310242454230577,84.41365660564077,2.276100940128649,0.0,90.58718063648587,9.412819363514119,2128,0,247,1706,45,0,1998,130,0.0,12.362362362362363,85.38538538538538,2.2522522522522523,0.0,93.89097744360903,6.109022556390977,103,0,22,0,1,0,23,80,0.0,95.65217391304348,0.0,4.3478260869565215,0.0,22.330097087378643,77.66990291262135,https://flags-297769208259.us-west3.run.app/plot?id=115
CU_SCADA            ,CUWCD Scada,122,DEER CREEK RESERVOIR (DAILY CONTENTS)                                           ,DC_CALC_RES_CONTENT                     ,Deer Creek Reservoir Content - Acre-Feet                                                                                                                                                                ,Reservoir,1.0,122,PROVO RIVER                                                 ,Observational,Balance Beam Manometer              ,DIGITAL     ,A,40.40732115,-111.5266169,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=122,76,1949.0,2025.0,26680,0,71,630,0,0,701,25979,0.0,10.128388017118402,89.87161198288159,0.0,0.0,2.6274362818590706,97.37256371814092,13414,0,15,101,0,0,116,13298,0.0,12.931034482758621,87.06896551724138,0.0,0.0,0.8647681526763084,99.1352318473237,13266,0,56,529,0,0,585,12681,0.0,9.572649572649574,90.42735042735043,0.0,0.0,4.409769335142469,95.59023066485753,https://flags-297769208259.us-west3.run.app/plot?id=122
LBEAR               ,Bear River (Cache),181,23  PAUL CARDON                                                                 ,Af                                      ,"23 - Radio - 202, UP&L                                                                                                                                                                                  ",Conveyance,1.0,181,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.81990317,-111.9476558,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=181,36,1989.0,2024.0,5918,0,4482,1127,0,0,5609,309,0.0,79.9072918523801,20.0927081476199,0.0,0.0,94.77864143291652,5.221358567083474,5103,0,3687,1119,0,0,4806,297,0.0,76.71660424469412,23.283395755305868,0.0,0.0,94.17989417989418,5.82010582010582,815,0,795,8,0,0,803,12,0.0,99.00373599003736,0.9962640099626401,0.0,0.0,98.52760736196319,1.4723926380368098,https://flags-297769208259.us-west3.run.app/plot?id=181
WEBER               ,Weber River Dataloggers,248,LOWER MARION DITCH                                                              ,Lower Marion Ditch                      ,Ultrasonic Meter on Pipeline                                                                                                                                                                            ,Conveyance,1.0,248,WEBER RIVER                                                 ,Observational,Ultrasonic Flow Meter               ,,A,40.72098274,-111.2617509,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=248,77,1948.0,2025.0,13666,0,4386,8805,24,0,13192,474,0.0,33.24742268041237,66.74499696785931,0.18192844147968465,0.0,96.53153812381092,3.468461876189082,11637,0,2498,8665,24,0,11164,473,0.0,22.37549265496238,77.61554998208527,0.21497671085632392,0.0,95.93537853398642,4.064621466013577,2029,0,1888,140,0,0,2028,1,0.0,93.09664694280079,6.903353057199212,0.0,0.0,99.9507146377526,0.04928536224741252,https://flags-297769208259.us-west3.run.app/plot?id=248
WEBER               ,Weber River Dataloggers,250,BOULDERVILLE DITCHES                                                            ,Boulderville                            ,                                                                                                                                                                                                        ,Conveyance,1.0,250,WEBER RIVER                                                 ,Observational,5-FT CONCRETE PARSHALL FLUME        ,,A,40.72310155,-111.2628703,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=250,77,1948.0,2025.0,13392,0,4285,7034,2,0,11321,2071,0.0,37.85001324971292,62.13232046638989,0.01766628389718223,0.0,84.53554360812426,15.464456391875746,11364,0,2750,6991,2,0,9743,1621,0.0,28.225392589551472,71.75407985220158,0.020527558246946527,0.0,85.73565645899332,14.264343541006689,2028,0,1535,43,0,0,1578,450,0.0,97.27503168567807,2.7249683143219268,0.0,0.0,77.81065088757396,22.189349112426036,https://flags-297769208259.us-west3.run.app/plot?id=250
WEBER               ,Weber River Dataloggers,251,PEOA SOUTH BENCH CANAL                                                          ,Peoa-South                              ,                                                                                                                                                                                                        ,Conveyance,1.0,251,WEBER RIVER                                                 ,Observational,5 FOOT CONCRETE PARSHALL FLUME      ,,A,40.72067399,-111.2681748,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=251,67,1957.0,2024.0,11934,0,3990,7151,0,0,11141,793,0.0,35.81366125123418,64.18633874876582,0.0,0.0,93.35511982570807,6.64488017429194,10052,0,2315,7042,0,0,9357,695,0.0,24.7408357379502,75.25916426204981,0.0,0.0,93.08595304417031,6.914046955829686,1882,0,1675,109,0,0,1784,98,0.0,93.89013452914799,6.109865470852018,0.0,0.0,94.79277364505845,5.207226354941551,https://flags-297769208259.us-west3.run.app/plot?id=251
WEBER_BASIN         ,Weber Basin Scada,268,EAST WANSHIP DITCH                                                              ,East Wanship 16 Flow                    ,                                                                                                                                                                                                        ,Conveyance,1.0,268,WEBER RIVER                                                 ,Observational,SPARLING METER                      ,,A,40.79047134,-111.4039723,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=268,44,1948.0,2025.0,7538,2,3390,2314,165,57,5830,1708,0.03430531732418524,58.147512864494,39.691252144082334,2.8301886792452833,0.9777015437392795,77.34146988591138,22.658530114088617,5311,2,1650,1983,152,56,3746,1565,0.05339028296849973,44.04698344901228,52.93646556326749,4.05766150560598,1.4949279231179926,70.53285633590662,29.467143664093392,2227,0,1740,331,13,1,2084,143,0.0,83.49328214971209,15.882917466410747,0.6238003838771593,0.04798464491362764,93.57880556802873,6.421194431971262,https://flags-297769208259.us-west3.run.app/plot?id=268
WEBER_BASIN         ,Weber Basin Scada,270,WEST WANSHIP DITCH                                                              ,Wanship West Wanship 14  Flow Meter     ,                                                                                                                                                                                                        ,Conveyance,1.0,270,WEBER RIVER                                                 ,Observational,SPARLING METER                      ,,A,40.79042579,-111.4041335,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=270,48,1948.0,2025.0,8302,3,4459,1847,185,62,6466,1836,0.046396535725332505,68.96071759975256,28.56480049489638,2.8611197030621716,0.9588617383235385,77.8848470248133,22.115152975186703,6049,2,2370,1828,176,60,4348,1701,0.045998160073597055,54.50781968721251,42.04231830726771,4.04783808647654,1.3799448022079117,71.87964952884775,28.120350471152257,2253,1,2089,19,9,2,2118,135,0.047214353163361665,98.63078375826251,0.8970727101038715,0.424929178470255,0.09442870632672333,94.00798934753661,5.9920106524633825,https://flags-297769208259.us-west3.run.app/plot?id=270
WEBER               ,Weber River Dataloggers,368,EAST PORTERVILLE CANAL                                                          ,East Porterville                        ,East Porterville Canal                                                                                                                                                                                  ,Conveyance,1.0,368,WEBER RIVER                                                 ,Observational,4 FOOT PARSHALL FLUME               ,,A,40.95265186,-111.6580837,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=368,77,1948.0,2025.0,13941,0,2850,9295,94,0,12160,1781,0.0,23.4375,76.4391447368421,0.7730263157894737,0.0,87.22473280252493,12.775267197475074,11799,0,1292,9220,94,0,10527,1272,0.0,12.27320224185428,87.5843070200437,0.8929419587726797,0.0,89.21942537503178,10.780574624968217,2142,0,1558,75,0,0,1633,509,0.0,95.40722596448255,4.5927740355174524,0.0,0.0,76.23716153127917,23.76283846872082,https://flags-297769208259.us-west3.run.app/plot?id=368
